title,similarity,label_included,probability
Comparison of efficacy and side effects of combination therapy of angiotensin-converting enzyme inhibitor (benazepril) with calcium antagonist (either nifedipine or amlodipine) versus high-dose calcium antagonist monotherapy for systemic hypertension.,0.1093,0,0.0010522878827169864
Amlodipine versus diltiazem as additional antianginal treatment to atenolol. Centralised European Studies in Angina Research (CESAR) Investigators.,0.1091,1,0.0010514504073272913
Calcium-channel blockade and incidence of cancer in aged populations.,0.1085,1,0.0010489419781232242
[Comparative study to assess the efficacy and adverse effects of amlodipine and nifedipine retard in patients with stable exertional angina and hypertension].,0.1038,0,0.0010294985357513474
Is the use of some calcium antagonists linked to cancer? Evidence from recent observational studies.,0.1019,0,0.0010217410980049827
Double-blind comparison of amlodipine and nifedipine retard in the treatment of mild to moderate hypertension.,0.1017,0,0.0010209279336245187
Effects of amlodipine in patients with chronic heart failure.,0.1015,0,0.0010201154164102605
Renoprotective effect of the angiotensin-receptor antagonist irbesartan in patients with nephropathy due to type 2 diabetes.,0.1005,0,0.0010160625198194827
Risk of serious adverse events in hypertensive patients receiving isradipine: a meta-analysis.,0.0999,1,0.0010136385149590425
"Angiotensin-converting enzyme inhibitors, calcium channel blockers, and breast cancer.",0.0992,1,0.001010817817276839
Calcium antagonists and cancer. Is there really a link?,0.099,0,0.0010100133463147208
[Comparison of amlodipine and the nifedipine retard preparation in the treatment of arterial hypertension].,0.0987,0,0.0010088078401762604
Amlodipine versus chlorthalidone versus placebo in the treatment of stage I isolated systolic hypertension.,0.0981,0,0.0010064011426944247
Safety of nifedipine in patients with hypertension: a meta-analysis.,0.0977,1,0.0010047998683424578
Safety of nifedipine in angina pectoris: a meta-analysis.,0.0975,1,0.0010040001868340733
Cancer risk in users of calcium channel blockers.,0.0974,1,0.001003600584774938
"Efficacy, tolerability, and effects on quality of life of losartan, alone or with hydrochlorothiazide, versus amlodipine, alone or with hydrochlorothiazide, in patients with essential hypertension.",0.0972,0,0.0010028018577301462
[The comparison of hypotensive efficiency and tolerability of amlodipine and enalapril in patients with essential hypertension].,0.097,0,0.001002003766361441
Physical Symptoms Distress Index: a sensitive tool to evaluate the impact of pharmacological agents on quality of life.,0.0963,1,0.0009992154452197082
Effects of losartan on renal and cardiovascular outcomes in patients with type 2 diabetes and nephropathy.,0.0963,0,0.0009992154452197082
Antihypertensive effect of amlodipine compared with nifedipine retard in patients with mild and moderate essential hypertension.,0.0958,0,0.0009972285390442246
Blood pressure control in patients with mild to moderate essential hypertension switched from nifedipine gastrointestinal therapeutic system (GITS) 30 mg to nifedipine GITS 20 mg.,0.0953,0,0.0009952455837645856
Additive effects of diltiazem and lisinopril in the treatment of elderly patients with mild-to-moderate hypertension.,0.0952,0,0.0009948494661245364
A placebo-controlled comparison of diltiazem and amlodipine monotherapy in essential hypertension using 24-h ambulatory monitoring.,0.0951,0,0.0009944535061432473
Comparison of nifedipine alone and with diltiazem or verapamil in hypertension.,0.0944,0,0.0009916861954516732
Efficacy of a low dose nifedipine GITS (20 mg) in patients with mild to moderate hypertension.,0.0941,0,0.000990502563769572
Diltiazem heals glyceryl trinitrate-resistant chronic anal fissures: a prospective study.,0.0941,0,0.000990502563769572
Effect of amlodipine on mode of death among patients with advanced heart failure in the PRAISE trial. Prospective Randomized Amlodipine Survival Evaluation.,0.0936,1,0.0009885329828646717
One-year study of felodipine or placebo for stage 1 isolated systolic hypertension.,0.0936,1,0.0009885329828646717
[Antihypertensive effect and adverse effects of isradipine in patients with sever hypertension. Results of an open multicenter study].,0.0935,0,0.0009881395369065375
Effects of a slow-release nifedipine on 24-hour ambulatory blood pressure and ischemic changes on 24-hour ambulatory electrocardiogram in patients with severe coronary artery disease.,0.093,0,0.0009861746548007696
Comparison of the efficacy and safety of nifedipine coat-core versus amlodipine in the treatment of patients with mild-to-moderate essential hypertension. Hypertension Study Group.,0.0927,0,0.0009849976014437085
Compliance and antihypertensive efficacy of amlodipine compared with nifedipine slow-release.,0.0921,0,0.0009826477076853542
Treatment of hypertension in patients > or =65 years of age: experience with amlodipine.,0.0912,0,0.0009791333743152776
Long-term open evaluation of amlodipine vs hydrochlorothiazide in patients with essential hypertension.,0.0911,0,0.0009787436694948248
Morbidity and mortality in patients randomised to double-blind treatment with a long-acting calcium-channel blocker or diuretic in the International Nifedipine GITS study: Intervention as a Goal in Hypertension Treatment (INSIGHT).,0.0909,1,0.0009779647251113683
Principal results of the Controlled Onset Verapamil Investigation of Cardiovascular End Points (CONVINCE) trial.,0.0908,1,0.000977575485424921
Long-term effects of diltiazem and verapamil on mortality and cardiac events in non-Q-wave acute myocardial infarction without pulmonary congestion: post hoc subset analysis of the multicenter diltiazem postinfarction trial and the second danish verapamil infarction trial studies.,0.0905,0,0.0009764086956465602
Nifedipine in asymptomatic patients with severe aortic regurgitation and normal left ventricular function.,0.0897,0,0.0009733040601244653
The Australian Intervention Randomized Control of Rate in Atrial Fibrillation Trial (AIRCRAFT).,0.0896,0,0.0009729166754290332
Nifedipine gastrointestinal therapeutic system (GITS) for hypertensive patients in a primary care setting: results of the Extended Release Adalat Canadian Trial (EXACT).,0.0894,0,0.0009721423685256865
Effect of verapamil on reinfarction and cardiovascular events in patients with arterial hypertension included in the Danish Verapamil Infarction Trial II. The Danish Study Group on Verapamil in Myocardial Infarction.,0.089,0,0.0009705956029516603
"Efficacy, tolerability, and impact on quality of life of long-term treatment with manidipine or amlodipine in patients with essential hypertension.",0.0887,1,0.0009694371440445675
Outcomes with nifedipine GITS or Co-amilozide in hypertensive diabetics and nondiabetics in Intervention as a Goal in Hypertension (INSIGHT).,0.0883,1,0.0009678946827249723
Verapamil treatment after coronary angioplasty in patients at high risk of recurrent stenosis.,0.0882,0,0.0009675094510155414
"Low-dose combination treatment for hypertension versus single-drug treatment-bisoprolol/hydrochlorothiazide versus amlodipine, enalapril, and placebo: combined analysis of comparative studies.",0.0881,0,0.0009671243726321619
"Influence of age, sex and blood pressure on the principal endpoints of the Nordic Diltiazem (NORDIL) Study.",0.0879,1,0.0009663546755994805
Persistence of anti-hypertensive effect after 'missed doses' of calcium antagonist with long (amlodipine) vs short (diltiazem) elimination half-life.,0.0877,0,0.0009655855911390173
[Monotherapy of mild to moderate hypertension. Double-blind comparative study: amlodipine versus enalapril].,0.0861,0,0.0009594549096338491
A comparison of rate control and rhythm control in patients with recurrent persistent atrial fibrillation.,0.0859,0,0.0009586913164313256
Evaluation of the safety of short-acting nifedipine in children with hypertension.,0.0857,0,0.0009579283309432168
Randomised trial of effects of calcium antagonists compared with diuretics and beta-blockers on cardiovascular morbidity and mortality in hypertension: the Nordic Diltiazem (NORDIL) study.,0.0857,1,0.0009579283309432168
Comparative effects of amlodipine and nifedipine GITS during treatment and after missing two doses.,0.085,0,0.0009552626605065348
"Felodipine in addition to beta-adrenergic blockade for angina pectoris. a multicentre, randomized, placebo-controlled trial.",0.085,1,0.0009552626605065348
"Antihypertensive efficacy of a slow release nifedipine tablet formulation given once daily in patients with mild to moderate hypertension. A placebo-controlled, double-blind parallel-group trial.",0.0849,0,0.0009548824564675722
Major outcomes in high-risk hypertensive patients randomized to angiotensin-converting enzyme inhibitor or calcium channel blocker vs diuretic: The Antihypertensive and Lipid-Lowering Treatment to Prevent Heart Attack Trial (ALLHAT).,0.0848,1,0.0009545024037535981
Testing the effectiveness of converting patients to long-acting antianginal medications: The Quality of Life in Angina Research Trial (QUART).,0.0848,0,0.0009545024037535981
Prolonged antihypertensive effect of amlodipine: a prospective double-blind randomized study.,0.0844,0,0.0009529837049433711
Double-blind comparison of amlodipine and hydrochlorothiazide in patients with mild to moderate hypertension.,0.0842,0,0.0009522252619233774
"Efficacy and safety of atenolol, enalapril, and isradipine in elderly hypertensive women.",0.0838,0,0.0009507101862497444
Clinical results of the Verapamil inHypertension and Atherosclerosis Study. VHAS Investigators.,0.0838,0,0.0009507101862497444
Nifedipine versus captopril in the management of moderate hypertension in black patients.,0.0838,0,0.0009507101862497444
A comparative study of long acting diltiazem (Tildiem LA) with sustained release nifedipine (nifedipine SR) and bendrofluazide in the treatment of mild to moderate hypertension.,0.0834,0,0.0009491975211971994
Health outcomes associated with calcium antagonists compared with other first-line antihypertensive therapies: a meta-analysis of randomised controlled trials.,0.0833,1,0.0009488197311439997
Comparison of nifedipine GITS and hydrochlorothiazide in the management of elderly patients with stage I-III diastolic hypertension.,0.083,0,0.0009476872629302283
One year experience of elderly hypertensive patients with isradipine therapy.,0.0829,0,0.0009473100739748382
Calcium channel blockers in heart failure.,0.0829,0,0.0009473100739748382
[Amlodipine versus nifedipine retard. A randomized double-blind comparative study on long-term efficacy and safety of amlodipine and nifedipine retard in the monotherapy of chronic stable angina pectoris].,0.0828,0,0.0009469330351444036
Combination therapy with metoprolol and nifedipine versus monotherapy in patients with stable angina pectoris. Results of the International Multicenter Angina Exercise (IMAGE) Study.,0.0827,0,0.0009465561463791731
The effect of nisoldipine as compared with enalapril on cardiovascular outcomes in patients with non-insulin-dependent diabetes and hypertension.,0.0826,1,0.0009461794076194196
Amlodipine once-daily in systemic hypertension.,0.0817,0,0.0009427954991848199
Effects of amlodipine and lisinopril on left ventricular mass and diastolic function in previously untreated patients with mild to moderate diastolic hypertension.,0.0816,0,0.0009424202572000491
Long-term survival after myocardial infarction: relationship with thrombolysis and discharge medication. Results of the Augsburg Myocardial Infarction Follow-up Study 1985 to 1993.,0.0815,0,0.0009420451645653201
Current treatment of patients with hypertension: therapeutic implications of INSIGHT.,0.0815,0,0.0009420451645653201
"[The effects of treatment with trapidil compared to nifedipine on physical, emotional and cognitive exercise tolerance in patients with coronary heart disease].",0.0814,0,0.0009416702212211899
Safety of long-acting dihydropyridine calcium channel blockers in hypertensive patients.,0.0809,0,0.0009397977417806806
Efficacy and tolerability of extended-release felodipine and extended-release nifedipine in patients with mild-to-moderate essential hypertension.,0.0805,0,0.0009383024394046115
Effect of angiotensin-converting-enzyme inhibition compared with conventional therapy on cardiovascular morbidity and mortality in hypertension: the Captopril Prevention Project (CAPPP) randomised trial.,0.0804,0,0.0009379289857023168
Long-term efficacy and adverse event of nifedipine sustained-release tablets for cyclosporin A-induced hypertension in patients with psoriasis.,0.0804,0,0.0009379289857023168
"Comparison of controlled-onset, extended-release verapamil with amlodipine and amlodipine plus atenolol on exercise performance and ambulatory ischemia in patients with chronic stable angina pectoris.",0.0804,0,0.0009379289857023168
"Characteristics of 15,314 hypertensive patients at high coronary risk. The VALUE trial. The Valsartan Antihypertensive Long-term Use Evaluation.",0.0804,1,0.0009379289857023168
"Calcium antagonists, is there a real concern about safety?",0.0803,0,0.0009375556806383095
"Efficacy, tolerability and influence on ""quality of life"" of nifedipine GITS versus amlodipine in elderly patients with mild-moderate hypertension.",0.0801,1,0.000936809516188543
A randomized prospective crossover trial of amlodipine in pediatric hypertension.,0.0796,0,0.0009349467020958751
Shanghai trial of nifedipine in the elderly (STONE).,0.0796,0,0.0009349467020958751
Verapamil and nifedipine in combination for the treatment of hypertension.,0.0791,0,0.0009330875921461347
Outcome results of the Fosinopril Versus Amlodipine Cardiovascular Events Randomized Trial (FACET) in patients with hypertension and NIDDM.,0.0788,1,0.0009319739011002117
Clinical and neurohormonal effects of nicardipine hydrochloride in patients with severe chronic heart failure receiving angiotensin-converting enzyme inhibitor therapy.,0.0786,0,0.0009312321789737587
"Meta-analysis of trials comparing beta-blockers, calcium antagonists, and nitrates for stable angina.",0.0784,0,0.0009304910471553736
A randomised trial to compare the efficacy and safety of Felodipine (Plendil) and Nifedipine (Adalat) retard in patients with mild-to-moderate hypertension.,0.0783,0,0.0009301207024648781
"A double-blind, parallel-group study of amlodipine versus long-acting nitrate in the management of elderly patients with stable angina.",0.078,1,0.0009290105525639669
Isradipine. An update of its pharmacodynamic and pharmacokinetic properties and therapeutic efficacy in the treatment of mild to moderate hypertension.,0.0779,0,0.0009286407971250424
Main results of the losartan versus amlodipine (LOA) study on drug tolerability and psychological general well-being. LOA Study Group.,0.0777,0,0.0009279017276876457
Evaluation of changes in sympathetic nerve activity and heart rate in essential hypertensive patients induced by amlodipine and nifedipine.,0.0777,0,0.0009279017276876457
Comparison of the therapeutic effects of the beta-blocking agent bisoprolol and the calcium-blocking agent diltiazem in patients with heart failure due to dilated cardiomyopathy.,0.0776,1,0.0009275324135720493
Efficacy of amlodipine in pediatric patients with hypertension.,0.0775,0,0.0009271632464471436
Long-term effects of angiotensin-converting enzyme inhibition and metabolic control in hypertensive type 2 diabetic patients.,0.0775,1,0.0009271632464471436
Contrasting effects of verapamil and amlodipine on cardiovascular stress responses in hypertension.,0.0771,0,0.0009256880466847038
"A study of losartan, alone or with hydrochlorothiazide vs nifedipine GITS in elderly patients with diastolic hypertension.",0.0767,0,0.0009242151940972058
Improved efficacy and safety of controlled-release diltiazem compared to nifedipine may be related to its negative chronotropic effect.,0.0766,0,0.0009238473472586409
"Long-term effects of amlodipine and lisinopril on left ventricular mass and diastolic function in elderly, previously untreated hypertensive patients: the ELVERA trial.",0.0765,0,0.000923479646826776
Prior calcium channel blockade and short-term survival following acute myocardial infarction.,0.0762,0,0.0009223774233887839
Placebo controlled trial of felodipine in patients with mild to moderate heart failure. UK Study Group.,0.0762,1,0.0009223774233887839
Bisoprolol alone and in combination with amlodipine or nifedipine in the treatment of chronic stable angina.,0.0761,0,0.0009220103080012377
Hypotension and coronary events on nifedipine: reassessing nifedipine safety.,0.0759,0,0.0009212765155147152
Efficacy of captopril and nifedipine in black and white patients with hypertensive crisis.,0.0759,0,0.0009212765155147152
Heart rate-lowering calcium antagonists in hypertensive post-myocardial infarction patients.,0.0755,0,0.0009198106820684083
Low-dose drug combination therapy: an alternative first-line approach to hypertension treatment.,0.0754,1,0.0009194445882694338
"Comparison of amlodipine and benazepril monotherapy to amlodipine plus benazepril in patients with systemic hypertension: a randomized, double-blind, placebo-controlled, parallel-group study. The Benazepril/Amlodipine Study Group.",0.0754,0,0.0009194445882694338
Intravenous diltiazem for the treatment of patients with atrial fibrillation or flutter and moderate to severe congestive heart failure.,0.0754,0,0.0009194445882694338
"Treatment of patients with essential hypertension: amlodipine 5 mg/benazepril 20 mg compared with amlodipine 5 mg, benazepril 20 mg, and placebo.",0.0753,0,0.0009190786401794321
"Results of a pilot pharmacotherapy quality improvement program using fixed-dose, combination amlodipine/benazepril antihypertensive therapy in a long-term care setting.",0.0752,0,0.0009187128377404094
"Acute hemodynamic and long-term clinical effects of isradipine in patients with coronary artery disease and chronic heart failure. A double-blind, placebo-controlled study.",0.0751,1,0.0009183471808943954
A comparison of the effects of two modified release preparations of nifedipine-nifedipine retard 10 mg twice daily and nifedipine GITS 20 mg once daily--in the treatment of mild to moderate hypertension.,0.0751,0,0.0009183471808943954
Topical nifedipine vs. topical glyceryl trinitrate for treatment of chronic anal fissure.,0.0747,0,0.0009168860082818226
"Czech and Slovak spirapril intervention study (CASSIS). A randomized, placebo and active-controlled, double-blind multicentre trial in patients with congestive heart failure.",0.0744,0,0.0009157916547118572
[Experience with amlodipine (Norvasc) in the management of arterial hypertension].,0.0744,0,0.0009157916547118572
Diltiazem improves cardiac function and exercise capacity in patients with idiopathic dilated cardiomyopathy. Results of the Diltiazem in Dilated Cardiomyopathy Trial.,0.0743,1,0.0009154271605257399
"Evaluation of amlodipine, lisinopril, and a combination in the treatment of essential hypertension.",0.0743,0,0.0009154271605257399
Cardiovascular outcomes in the Irbesartan Diabetic Nephropathy Trial of patients with type 2 diabetes and overt nephropathy.,0.0742,0,0.0009150628114119333
Calcium channel blocker use and the risk of prostate cancer.,0.0739,0,0.0009139706339270923
Verapamil: a review of its pharmacological properties and therapeutic use in coronary artery disease.,0.0738,0,0.0009136068645253573
Ambulatory blood pressure profiles in essential hypertensives after treatment with a new once daily nifedipine formulation.,0.0738,0,0.0009136068645253573
"A randomized, double-blind comparison of the efficacy and tolerability of once-daily modified-release diltiazem capsules with once-daily amlodipine tablets in patients with stable angina.",0.0737,0,0.0009132432399074617
Randomized double-blind comparison of a calcium antagonist and a diuretic in elderly hypertensives. National Intervention Cooperative Study in Elderly Hypertensives Study Group.,0.0736,1,0.0009128797600157805
Evaluation of enalapril/diltiazem ER in hypertensive patients with coexisting renal dysfunction. Enalapril/Diltiazem ER in Hypertensive Renal Disease Group.,0.0736,0,0.0009128797600157805
A calcium antagonist vs a non-calcium antagonist hypertension treatment strategy for patients with coronary artery disease. The International Verapamil-Trandolapril Study (INVEST): a randomized controlled trial.,0.0736,1,0.0009128797600157805
The Nordic Diltiazem Study (NORDIL). A prospective intervention trial of calcium antagonist therapy in hypertension.,0.0734,0,0.0009121532341806734
Effects of lisinopril and nifedipine on the progression to overt albuminuria in IDDM patients with incipient nephropathy and normal blood pressure. The Italian Microalbuminuria Study Group in IDDM.,0.0734,0,0.0009121532341806734
Evaluation of the effect of the sublingually administered nifedipine and captopril via transcranial doppler ultrasonography during hypertensive crisis.,0.0731,0,0.0009110645294353021
Amlodipine/benazepril: fixed dose combination therapy for hypertension.,0.0729,0,0.0009103394482722878
"A multicenter, randomized double-blind study of valsartan/hydrochlorothiazide combination versus amlodipine in patients with mild to moderate hypertension.",0.0728,0,0.0009099771241185554
Efficacy and safety of losartan-amplodipine combination--an Indian postmarketing surveillance experience.,0.0727,0,0.0009096149441734396
A multicentre study to compare the therapeutic efficacy of sustained-release diltiazem and enalapril in the treatment of patients with mild to moderate hypertension.,0.0727,0,0.0009096149441734396
"Comparison of effects on peak oxygen consumption, quality of life, and neurohormones of felodipine and enalapril in patients with congestive heart failure.",0.0726,1,0.0009092529083795437
Analysis of arrhythmias in the Circadian Antiischemia Program in Europe (CAPE) study.,0.0725,0,0.0009088910166794943
Sustained improvement of renal graft function for two years in hypertensive renal transplant recipients treated with nifedipine as compared to lisinopril.,0.0724,0,0.0009085292690159405
Clinically additive effect between doxazosin and amlodipine in the treatment of essential hypertension.,0.0722,0,0.0009078062055690309
"A large, prospective, open-label study of isradipine in patients with essential hypertension. The Isradipine Investigators Group.",0.072,0,0.0009070837175804648
Comparison of nifedipine gastrointestinal therapeutic system and atenolol on antianginal efficacies and exercise hemodynamic responses in stable angina pectoris.,0.072,0,0.0009070837175804648
"Twenty-four-hour blood pressure monitoring during treatment with extended-release felodipine versus slow-release nifedipine in elderly patients with mild to moderate hypertension: a randomized, double-blind, cross-over study.",0.0719,0,0.000906722689239926
Effect of ramipril vs amlodipine on renal outcomes in hypertensive nephrosclerosis: a randomized controlled trial.,0.0719,1,0.000906722689239926
Felodipine and amlodipine in stable angina pectoris: results of a randomized double-blind crossover trial.,0.0718,0,0.0009063618045922572
Comparative efficacy of two long-acting formulations of nifedipine in the treatment of hypertension. The Switch Study Investigators.,0.0717,0,0.0009060010635802672
A comparison of lisinopril and nifedipine in the treatment of mild to moderate hypertension. A multicentre study.,0.0716,0,0.0009056404661467875
Amlodipine lowers blood pressure without affecting cerebral blood flow as measured by single photon emission computed tomography in elderly hypertensive subjects.,0.0715,0,0.0009052800122346724
Calcium channel blockers for heart rate control in atrial fibrillation complicated by congestive heart failure.,0.0715,0,0.0009052800122346724
Restenosis and clinical outcome in patients treated with amlodipine after angioplasty: results from the Coronary AngioPlasty Amlodipine REStenosis Study (CAPARES).,0.0714,0,0.000904919701786799
Reduction of cardiovascular structural changes by nifedipine GITS in essential hypertensive patients.,0.0713,0,0.0009045595347460674
Randomised controlled trial of methyldopa and isradipine in preeclampsia--effects on uteroplacental and fetal hemodynamics.,0.0712,0,0.0009041995110553996
Blood pressure reduction and tolerability of felodipine ER in older and younger hypertensive patients. The Felodipine ER in the Elderly versus Young Working Group.,0.0712,0,0.0009041995110553996
"Comparison of the effects of amlodipine and diltiazem on 24-hour blood pressure, plasma catecholamines, and left ventricular mass.",0.071,0,0.0009034798934960601
The risk of myocardial infarction associated with antihypertensive drug therapies.,0.0709,0,0.0009031202995133469
Amlodipine in chronic stable angina: results of a multicenter double-blind crossover trial.,0.0708,0,0.000902760848652615
"A randomized, double-blind, parallel-group study to compare the anti-hypertensive effects of imidapril and nifedipine in the treatment of mild-to-moderate essential hypertension.",0.0708,0,0.000902760848652615
Symptoms and the distress they cause: comparison of an aldosterone antagonist and a calcium channel blocking agent in patients with systolic hypertension.,0.0706,0,0.0009020423760692619
A random comparison of fosinopril and nifedipine GITS in patients with primary renal disease.,0.0706,1,0.0009020423760692619
Effect of amlodipine versus felodipine extended release on 24-hour ambulatory blood pressure in hypertension.,0.0704,0,0.0009013244752905609
"Persistence of the antihypertensive efficacy of amlodipine and nifedipine GITS after two 'missed doses': a randomised, double-blind comparative trial in Asian patients.",0.0703,0,0.000900965739185729
"[Use of nifedipine in elderly patients with essential hypertension: patient compliance, safety and efficacy of therapy].",0.0703,0,0.000900965739185729
Rhythm or rate control in atrial fibrillation--Pharmacological Intervention in Atrial Fibrillation (PIAF): a randomised trial.,0.0703,1,0.000900965739185729
Influence of diabetes and type of hypertension on response to antihypertensive treatment.,0.0702,0,0.0009006071458614347
Study population and treatment titration in the International Nifedipine GITS Study: Intervention as a Goal in Hypertension Treatment (INSIGHT).,0.07,0,0.0008998903873271683
Has the role of calcium channel blockers in treating hypertension finally been defined?,0.07,0,0.0008998903873271683
Randomised trial of old and new antihypertensive drugs in elderly patients: cardiovascular mortality and morbidity the Swedish Trial in Old Patients with Hypertension-2 study.,0.0698,0,0.0008991741992334083
Combination of lisinopril and nifedipine GITS increases blood pressure control compared with single drugs in essential hypertensive patients.,0.0697,0,0.0008988163189598317
"Comparison of sublingual captopril, nifedipine and prazosin in hypertensive emergencies during hemodialysis.",0.0695,0,0.0008981009856757102
The efficacy and tolerability of amlodipine and hydrochlorothiazide in Nigerians with essential hypertension.,0.0695,0,0.0008981009856757102
A randomized and double-blind comparison of isradipine and spirapril as monotherapy and in combination on the decline in renal function in patients with chronic renal failure and hypertension.,0.0694,1,0.0008977435325518026
Sublingual nifedipine and captopril in hypertensive urgencies and emergencies.,0.0694,0,0.0008977435325518026
"Blood pressure control with diltiazem XR, a novel extended-release formulation of diltiazem HCl, in mature and elderly hypertensive patients.",0.0694,0,0.0008977435325518026
"Improved tolerability of felodipine compared with amlodipine in elderly hypertensives: a randomised, double-blind study in 535 patients, focusing on vasodilatory adverse events. The International Study Group.",0.0694,0,0.0008977435325518026
[Effectiveness and tolerability of bisoprolol vs. nifedipine in uremic patients with ischemic cardiopathy in dialysis treatment].,0.0694,0,0.0008977435325518026
Gender and age effects on the ambulatory blood pressure and heart rate responses to antihypertensive therapy.,0.0693,0,0.0008973862216977933
Prospective controlled trial of two nifedipine extended release formulations in the treatment of essential hypertension.,0.0692,0,0.0008970290530570575
Rationale and design of the International Verapamil SR/Trandolapril Study (INVEST): an Internet-based randomized trial in coronary artery disease patients with hypertension.,0.0691,1,0.0008966720265729926
Calcium antagonists in the elderly. A risk-benefit analysis.,0.0691,0,0.0008966720265729926
"A randomised, double-blind trial comparing mibefradil and amlodipine: two long-acting calcium antagonists with similar efficacy but different tolerability profiles. Mibefradil International Study Group.",0.069,0,0.000896315142189019
ACE inhibition versus calcium antagonism in the treatment of mild to moderate hypertension: a multicentre study. Ireland-Netherlands Lisinopril-Nifedipine Study Group.,0.069,0,0.000896315142189019
Amiodarone versus diltiazem for rate control in critically ill patients with atrial tachyarrhythmias.,0.0689,0,0.0008959583998485795
Cardiovascular adverse drug reaction associated with combined beta-adrenergic and calcium entry-blocking agents.,0.0688,0,0.0008956017994951391
The efficacy and safety of once-daily nifedipine coat-core in the treatment of mild-to-moderate hypertension. Adalat CC Cooperative Study Group.,0.0688,0,0.0008956017994951391
Efficacy and safety of enalapril versus extended-release nifedipine for the treatment of mild-to-moderate essential hypertension: a multicenter 22-week study. Multicenter Cooperative Study Group.,0.0687,0,0.0008952453410721858
Nifedipine GITS versus diltiazem in chronic stable angina: a randomised multicentre study.,0.0687,0,0.0008952453410721858
