title,similarity,label_included,probability
Reviewing 25 Years of Testing Technique Experiments,0.06,1,0.0006665935487176715
Links for a Human-Centered Science of Design: Integrated Design Knowledge Environments for a Software Development Process,0.06,1,0.0006665935487176715
Empirical study of the effects of open source adoption on software development economics,0.06,1,0.0006665935487176715
Evaluating guidelines for reporting empirical software engineering studies.,0.06,1,0.0006665935487176715
The consistency of empirical comparisons of regression and analogy-based software project cost prediction,0.06,1,0.0006665935487176715
A survey on model-based testing approaches: a systematic review,0.06,1,0.0006665935487176715
Towards management of software as assets: A literature review with additional sources.,0.06,1,0.0006665935487176715
Getting the Best out of Software Process Simulation and Empirical Research in Software Engineering,0.06,1,0.0006665935487176715
Tool integration in software engineering: The state of the art in 2004,0.06,1,0.0006665935487176715
Aggregation Process with multiple evidence levels for experimental studies in Software Engineering,0.06,1,0.0006665935487176715
Engineering the Ontology for the SWEBOK: Issues and Techniques,0.06,1,0.0006665935487176715
The Knowledge Based Software Process Improvement Program: A Rational Analysis,0.06,1,0.0006665935487176715
"Interpretation, interaction and reality construction in software engineering: An explanatory model.",0.06,1,0.0006665935487176715
Maximising the information gained from an experimental analysis of code inspection and static analysis for concurrent java components,0.06,1,0.0006665935487176715
Service-oriented software engineering (SOSE) framework,0.06,1,0.0006665935487176715
Determining the impact of software engineering research on practice.,0.06,1,0.0006665935487176715
Management of Globally Distributed Component-based Software Development,0.06,1,0.0006665935487176715
An Empirical Study of Open-Source and Closed-Source Software Products,0.06,1,0.0006665935487176715
In Search of What We Experimentally Know about Unit Testing,0.06,1,0.0006665935487176715
Improving Evidence about Software Technologies: A Look at Model-Based Testing,0.06,1,0.0006665935487176715
Supporting the selection of model-based testing approaches for software projects,0.06,1,0.0006665935487176715
Systematic review: A systematic review of effect size in software engineering experiments,0.06,1,0.0006665935487176715
Reliability and Validity in Comparative Studies of Software Prediction Models,0.06,1,0.0006665935487176715
A Model for the Implementation of Software Process Improvement: An Empirical Study,0.06,1,0.0006665935487176715
A process to reuse experiences via narratives among software project managers,0.06,1,0.0006665935487176715
Maximising the information gained from a study of static analysis technologies for concurrent software,0.06,1,0.0006665935487176715
The EMISQ method and its tool support-expert-based evaluation of internal software quality,0.06,1,0.0006665935487176715
Empirical studies in reverse engineering: state of the art and future trends,0.06,1,0.0006665935487176715
Reflection: Improving Research through Knowledge Transfer,0.06,1,0.0006665935487176715
Managing Software Performance in the Globally Distributed Software Development Paradigm,0.06,1,0.0006665935487176715
Finding a history for software engineering.,0.06,1,0.0006665935487176715
Evidence-Based Cost Estimation for Better-Quality Software,0.06,1,0.0006665935487176715
Software maintenance maturity model (smmm): the software maintenance process model,0.06,1,0.0006665935487176715
"Analyzing Software Artifacts Through Singular Value Decomposition to Guide Development
Decisions",0.06,1,0.0006665935487176715
Effective Software Project Management Education through Simulation Models: An Externally Replicated Experiment,0.06,1,0.0006665935487176715
Fuzzy set theory applications in production management research: a literature survey,0.06,1,0.0006665935487176715
Successful Collaborative Software Projects for Medical Devices in an FDA Regulated Environment: Myth or Reality?,0.06,1,0.0006665935487176715
Estimation Practices Efficiencies: A Case Study,0.06,1,0.0006665935487176715
Learner-centered web-based instruction in software engineering.,0.06,1,0.0006665935487176715
Dynamic Analysis Techniques for the Reconstruction of Architectural Views,0.06,1,0.0006665935487176715
Experiences from Conducting Semi-structured Interviews in Empirical Software Engineering Research,0.06,1,0.0006665935487176715
A Case Study of Reading Techniques in a Software Company,0.06,1,0.0006665935487176715
Towards a Global Research Infrastructure for Multidisciplinary Study of Free/Open Source Software Development,0.06,1,0.0006665935487176715
Systematic review of organizational motivations for adopting CMM-based SPI,0.06,1,0.0006665935487176715
"An empirical study of the effect of complexity, platform, and program type on software development effort of business applications",0.06,1,0.0006665935487176715
From conference to journal publication: How conference papers in software engineering are extended for publication in journals.,0.06,1,0.0006665935487176715
Implications of researcher assumptions about perceived relative advantage and compatibility,0.06,1,0.0006665935487176715
Framework to Evaluate Software Process Improvement in Small Organizations,0.06,1,0.0006665935487176715
Evaluating the learning effectiveness of using simulations in software project management education: Results from a twice replicated experiment,0.05,1,0.0006404560418150085
Effectiveness of Requirements Elicitation Techniques: Empirical Results Derived from a Systematic Review,0.05,1,0.0006404560418150085
The methodological soundness of requirements engineering papers: a conceptual framework and two case studies,0.05,1,0.0006404560418150085
A new calibration for Function Point complexity weights,0.05,1,0.0006404560418150085
A quantitative approach to software development using IEEE 982.1.,0.05,1,0.0006404560418150085
A flexible method for maintaining software metrics data: a universal metrics repository.,0.05,1,0.0006404560418150085
Understanding Stakeholder Values as a Means of Dealing with Stakeholder Conflicts,0.05,1,0.0006404560418150085
Case study methodology designed research in software engineering methodology validation,0.05,1,0.0006404560418150085
In-house software development: What project management practices lead to success?,0.05,1,0.0006404560418150085
Measuring and Comparing the Adoption of Software Process Practices in the Software Product Industry,0.05,1,0.0006404560418150085
Working with Alternative Development Life Cycles: A Multiproject Experiment,0.05,1,0.0006404560418150085
Teaching Evidence-Based Software Engineering to University Students,0.05,1,0.0006404560418150085
A Quantitative Assessment of Requirements Engineering Publications ? 1963?2006,0.05,1,0.0006404560418150085
Toward an engineering discipline for grammarware,0.05,1,0.0006404560418150085
An Environment to Support Large Scale Experimentation in Software Engineering,0.05,1,0.0006404560418150085
Using ?Cited by? Information to Find the Context of Research Papers,0.05,1,0.0006404560418150085
A framework for the effective adoption of software development methodologies,0.05,1,0.0006404560418150085
Evaluation of integrated software development environments: Challenges and results from three empirical studies,0.05,1,0.0006404560418150085
"Ahaa --agile, hybrid assessment method for automotive, safety critical smes",0.05,1,0.0006404560418150085
The impact of software engineering research on modern progamming languages.,0.05,1,0.0006404560418150085
Designing and Developing Medical Device Software Systems Using the Model Driven Architecture (MDA),0.05,1,0.0006404560418150085
An empirical framework for comparing effectiveness of testing and property-based formal analysis,0.05,1,0.0006404560418150085
Problem Oriented Software Engineering: Solving the Package Router Control Problem,0.05,1,0.0006404560418150085
An assessment of systems and software engineering scholars and institutions (1999-2003),0.05,1,0.0006404560418150085
"Capture-recapture in software inspections after 10 years research - theory, evaluation and application.",0.05,1,0.0006404560418150085
Knowledge Support in Software Process Tailoring,0.05,1,0.0006404560418150085
SEER: charting a roadmap for software engineering education,0.05,1,0.0006404560418150085
Requirements: Management Influences on Software Quality Requirements,0.05,1,0.0006404560418150085
Achieving Quality in Open Source Software,0.05,1,0.0006404560418150085
Web engineering security: a practitioner's perspective,0.05,1,0.0006404560418150085
The Influence of the Level of Abstraction on the Evolvability of Conceptual Models of Information Systems,0.05,1,0.0006404560418150085
"Management competences, not tools and techniques: A grounded examination of software project management at WM-data",0.05,1,0.0006404560418150085
Epistemological and Ontological Representation in Software Engineering,0.05,1,0.0006404560418150085
Petri nets and software engineering.,0.05,1,0.0006404560418150085
The Structural Complexity of Software: An Experimental Test,0.05,1,0.0006404560418150085
Architecture-Based Software Reliability Analysis: Overview and Limitations,0.05,1,0.0006404560418150085
Understanding the Impact of Assumptions on Experimental Validity,0.05,1,0.0006404560418150085
Validating Mediqual Constructs,0.05,1,0.0006404560418150085
Preliminary Results On Using Static Analysis Tools For Software Inspection,0.05,1,0.0006404560418150085
Global Sensitivity Analysis of Predictor Models in Software Engineering,0.05,1,0.0006404560418150085
Using Software Development Progress Data to Understand Threats to Project Outcomes,0.05,1,0.0006404560418150085
Using Mutation Analysis for Assessing and Comparing Testing Coverage Criteria,0.05,1,0.0006404560418150085
Effective Data Interpretation,0.05,1,0.0006404560418150085
A Hands-On Approach for Teaching Systematic Review,0.05,1,0.0006404560418150085
A Hands-On Approach for Teaching Systematic Review,0.05,1,0.0006404560418150085
Learning and Recognizing the Places We Go,0.05,1,0.0006404560418150085
The Offshoring Stage Model: an epilogue,0.05,1,0.0006404560418150085
The affordable application of formal methods to software engineering,0.05,1,0.0006404560418150085
Software Components Evaluation: an Overview,0.05,1,0.0006404560418150085
Conducting Qualitative Research in an International and Distributed Research Team: Challenges and Lessons Learned,0.05,1,0.0006404560418150085
A Model Curriculum for Aspect-Oriented Software Development,0.05,1,0.0006404560418150085
A meta-analysis of the impact of the inclusion and realism of human-like faces on user experiences in interfaces,0.05,1,0.0006404560418150085
Knowledge sources of innovation studies in Korea: A citation analysis,0.05,1,0.0006404560418150085
"System Quality Requirements Engineering (SQUARE): Case Study on Asset Management System, Phase II",0.05,1,0.0006404560418150085
"Engineering Safety Requirements, Safety Constraints, and Safety-Critical Requirements",0.05,1,0.0006404560418150085
Customized Predictive Models for Process Improvement Projects,0.05,1,0.0006404560418150085
Evaluating guidelines for empirical software engineering studies,0.05,1,0.0006404560418150085
The Claims Library Capability Maturity Model: Evaluating a Claims Library,0.05,1,0.0006404560418150085
Revisiting the problem of using problem reports for quality assessment,0.05,1,0.0006404560418150085
When Software Engineers Met Research Scientists: A Case Study,0.05,1,0.0006404560418150085
Adoption-Centric Software Maintenance Process Improvement via Information Integration,0.05,1,0.0006404560418150085
Software Engineering Education Improvement: An Assessment of a Software Engineering Programme,0.05,1,0.0006404560418150085
Experimental Software Engineering: A New Conference,0.05,1,0.0006404560418150085
The Golden Age of Software Architecture: A Comprehensive Survey,0.05,1,0.0006404560418150085
Reframing Software Design: Perspectives on Advancing an Elusive Discipline,0.05,1,0.0006404560418150085
A framework to support multiple reconfiguration strategies,0.05,1,0.0006404560418150085
Software Systems Engineering with Model-Based Design,0.05,1,0.0006404560418150085
"Nieuwland, ?Integrated development and maintenance of software products to support efficient updating of customer configurations: A case study in mass market erp software",0.05,1,0.0006404560418150085
ICT for Patient Safety: Towards a European Research Roadmap,0.05,1,0.0006404560418150085
A New Regression Based Software Cost Estimation Model Using Power Values,0.05,1,0.0006404560418150085
Experimental context classification: incentives and experience of subjects,0.05,1,0.0006404560418150085
Using Economics as Basis for Modelling and Evaluating Software Quality,0.05,1,0.0006404560418150085
Tightening knowledge sharing in distributed software communities by applying semantic technologies,0.05,1,0.0006404560418150085
An analysis of data sets used to train and validate cost prediction systems,0.05,1,0.0006404560418150085
An empirical analysis of risk components and performance on software projects,0.05,1,0.0006404560418150085
Assessing the Relationship between Software Assertions and Faults: An Empirical Investigation,0.05,1,0.0006404560418150085
GENSIM 2.0: A Customizable Process Simulation Model for Software Process Evaluation,0.05,1,0.0006404560418150085
A family of empirical studies to compare informal and optimization-based planning of software releases,0.05,1,0.0006404560418150085
Figure Out the Current Software Requirements Engineering - What Practitioners Expect to Requirements Engineering? -,0.05,1,0.0006404560418150085
Requirements Analysis: A Review,0.05,1,0.0006404560418150085
An experiment on the role of graphical elements in architecture visualization,0.05,1,0.0006404560418150085
An empirical examination of a process-oriented IT business success model,0.05,1,0.0006404560418150085
"Inclusion Through the Ages? Gender, ICT Workplaces, and Life Stage Experiences in England",0.05,1,0.0006404560418150085
Reviewing Software Diagrams: A Cognitive Study,0.05,1,0.0006404560418150085
JADE: A software framework for developing multi-agent applications. Lessons learned,0.05,1,0.0006404560418150085
Using ABC Model for Software Process Improvement: A Balanced Perspective,0.05,1,0.0006404560418150085
An Empirical Process for Building and Validating Software Engineering Parametric Models,0.05,1,0.0006404560418150085
A survey of component based system quality assurance and assessment.,0.05,1,0.0006404560418150085
"On the ""selling"" of academic research to industry",0.05,1,0.0006404560418150085
A Survey of Software Estimation Techniques and Project Planning Practices,0.05,1,0.0006404560418150085
Model-Driven Software Development for Pervasive Information Systems Implementation,0.05,1,0.0006404560418150085
Empirical study of industrial decision making for software modernizations,0.05,1,0.0006404560418150085
Specification and evaluation of safety properties in a component-based software engineering process.,0.05,1,0.0006404560418150085
How Does a Measurement Programme Evolve in Software Organizations?,0.05,1,0.0006404560418150085
Patterns and Protocols for Agent-Oriented Software Development,0.05,1,0.0006404560418150085
"Three approaches as pillars for interpretive information systems research: development research, action research and grounded theory",0.05,1,0.0006404560418150085
Practical Guidelines for Expert-Judgment-Based Software Effort Estimation,0.05,1,0.0006404560418150085
A Case History of International Space Station Requirement Faul,0.05,1,0.0006404560418150085
Managing the business of software product line: An empirical investigation of key business factors,0.05,1,0.0006404560418150085
Institutionalization of software product line: An empirical investigation of key organizational factors,0.05,1,0.0006404560418150085
Embedded Systems Development: Quest for Productivity and Reliability,0.05,1,0.0006404560418150085
Evolving an experience base for software process research,0.05,1,0.0006404560418150085
Software design patterns for information visualization.,0.05,1,0.0006404560418150085
AN EMPIRICAL STUDY OF RUN-TIME COUPLING AND COHESION SOFTWARE METRICS,0.05,1,0.0006404560418150085
Validation of design methods: lessons from medicine,0.05,1,0.0006404560418150085
Study of Design Characteristics in Evolving Software Using Stability as a Criterion,0.05,1,0.0006404560418150085
Building Theories in Software Engineering,0.05,1,0.0006404560418150085
Empirical evaluation of optimization algorithms when used in goal-oriented automated test data generation techniques,0.05,1,0.0006404560418150085
A Survey of Software Refactoring,0.05,1,0.0006404560418150085
Exploring Motivational Differences between Software Developers and Project Managers,0.05,1,0.0006404560418150085
A Lightweight Approach to Semantic Annotation of Research Papers,0.05,1,0.0006404560418150085
Teaching an Undergraduate AI Course with Games and Simulation,0.05,1,0.0006404560418150085
Software Reliability Management: Techniques and Applications,0.05,1,0.0006404560418150085
Understanding Research Field Evolving and Trend with Dynamic Bayesian Networks,0.05,1,0.0006404560418150085
Precise Identification of Side-Effect-Free Methods in Java,0.05,1,0.0006404560418150085
The Contract Winning Process A Guide for Small Development Companies,0.05,1,0.0006404560418150085
Best Practices for International eSourcing of Software Products and Services,0.05,1,0.0006404560418150085
A Comparison of Software Project Overruns-Flexible versus Sequential Development Models,0.05,1,0.0006404560418150085
Determining Inspection Cost-Effectiveness by Combining Project Data and Expert Opinion,0.05,1,0.0006404560418150085
Estimating software maintenance effort: a neural network approach,0.05,1,0.0006404560418150085
"Software Testing Research: Achievements, Challenges, Dreams",0.05,1,0.0006404560418150085
Developing Open Source Software: A Community-Based Analysis of Research,0.05,1,0.0006404560418150085
How to steer an embedded software project: tactics for selecting the software process model,0.05,1,0.0006404560418150085
Aspect-oriented software engineering: An experience of application in a help desk system.,0.05,1,0.0006404560418150085
A model-based ontology of the software interoperability problems: preliminary results,0.04,1,0.0006153434012171589
Investigation into XP Techniques applied to the Software Hut,0.04,1,0.0006153434012171589
Decomposing Composition: Service-Oriented Software Engineers,0.04,1,0.0006153434012171589
Survey of the Use and Documentation of Architecture Design Rationale,0.04,1,0.0006153434012171589
On the Creation of a Reference Framework for Software Product Management: Validation and Tool Support,0.04,1,0.0006153434012171589
Visual querying and analysis of large software repositories,0.04,1,0.0006153434012171589
Presenting software engineering results using structured abstracts: a randomised experiment,0.04,1,0.0006153434012171589
Studying Software Engineers: Data Collection Techniques for Software Field Studies,0.04,1,0.0006153434012171589
Software effort estimation terminology: The tower of Babel.,0.04,1,0.0006153434012171589
The Role of User Involvement in Requirements Quality and Project Success,0.04,1,0.0006153434012171589
"Case Study on Re-Architecting of Established Enterprise Software Product:
Major Challenges Encountered and SDM Prescriptions from Lessons Learned",0.04,1,0.0006153434012171589
"Intelligent Approaches to Mining the Primary Research Literature: Techniques, Systems, and Examples",0.04,1,0.0006153434012171589
Model-driven architecture for cancer research,0.04,1,0.0006153434012171589
The W-Process for Software Product Evaluation: A Method for Goal-Oriented Implementation of the ISO 14598 Standard,0.04,1,0.0006153434012171589
Longitudinal Studies in Evidence-Based Software Engineering,0.04,1,0.0006153434012171589
Two controlled experiments concerning the comparison of pair programming to peer review.,0.04,1,0.0006153434012171589
An Agent-based Approach for the Maintenance of Database Applications,0.04,1,0.0006153434012171589
A Realistic Empirical Evaluation of the Costs and Benefits of UML in Software Maintenance,0.04,1,0.0006153434012171589
An Empirical Study to Investigate Software Estimation Trend in Organizations Targeting CMMI^SM,0.04,1,0.0006153434012171589
Evidence-Based Guidelines for Assessment of Software Development Cost Uncertainty,0.04,1,0.0006153434012171589
A survey and taxonomy of approaches for mining software repositories in the context of software evolution,0.04,1,0.0006153434012171589
Realizing quality improvement through test driven development: results and experiences of four industrial teams,0.04,1,0.0006153434012171589
Ontologies to Support Learning Design Context,0.04,1,0.0006153434012171589
The Motivation of Software Engineers: Developing a Rigorous and Usable Model,0.04,1,0.0006153434012171589
Cognitive Heuristics in Software Engineering: Applying and Extending Anchoring and Adjustment to Artifact Reuse,0.04,1,0.0006153434012171589
Modeling the evolution of operating systems: An empirical study.,0.04,1,0.0006153434012171589
Implementing requirements engineering processes throughout organizations: success factors and challenges,0.04,1,0.0006153434012171589
Reliability Prediction and Assessment of Fielded Software Based on Multiple Change-Point Models,0.04,1,0.0006153434012171589
"Rethinking free, libre and open source software",0.04,1,0.0006153434012171589
Ontology-Based Knowledge Extraction-A Case Study of Software Development,0.04,1,0.0006153434012171589
Troubleshooting large-scale new product development embedded software projects,0.04,1,0.0006153434012171589
An Empirical Analysis of the Impact of Software Vulnerability Announcements on Firm Stock Price,0.04,1,0.0006153434012171589
The antecedents and impacts of information processing effectiveness in inter-organizational collaborative software development,0.04,1,0.0006153434012171589
The design of participatory agent-based social simulations.,0.04,1,0.0006153434012171589
Ready! Set! Go! An Action Research Agenda for Software Architecture Research,0.04,1,0.0006153434012171589
Leveraging IS theory by exploiting the isomorphism between different research areas,0.04,1,0.0006153434012171589
An empirical investigation of software reuse benefits in a large telecom product,0.04,1,0.0006153434012171589
Knowledge Acquisition in Software Engineering Requires Sharing of Data and Artifacts,0.04,1,0.0006153434012171589
Requirements Engineering and the Creative Process in the Video Game Industry,0.04,1,0.0006153434012171589
The role of trust in OSS communities? Case Linux Kernel community,0.04,1,0.0006153434012171589
An Empirical Investigation of the Key Factors for Success in Software Process Improvement,0.04,1,0.0006153434012171589
Assessing Software Product Maintainability Based on Class-Level Structural Measures,0.04,1,0.0006153434012171589
Building measure-based prediction models for UML class diagram maintainability.,0.04,1,0.0006153434012171589
Automated Information Systems Generation for Process-Oriented Organizations,0.04,1,0.0006153434012171589
Software maintenance seen as a knowledge management issue,0.04,1,0.0006153434012171589
Facilitating experience reuse among software project managers,0.04,1,0.0006153434012171589
The Application of ICT in Collaborative Working in Construction Projects: A Critical Review,0.04,1,0.0006153434012171589
Editor's corner: An assessment of systems and software engineering scholars and institutions (2001-2005),0.04,1,0.0006153434012171589
Impact of organizational structure on distributed requirements engineering processes: lessons learned,0.04,1,0.0006153434012171589
Seeing inside: Using social network analysis to understand patterns of collaboration and coordination in global software teams,0.04,1,0.0006153434012171589
Towards an Approach for Managing the Development Portfolio in Small Product-Oriented Software Companies,0.04,1,0.0006153434012171589
"Reasons for Software Effort Estimation Error: Impact of Respondent Role, Information Collection Approach, and Data Analysis Method",0.04,1,0.0006153434012171589
Search Engine Overlaps : Do they agree or disagree?,0.04,1,0.0006153434012171589
Software Reliability Models: A Selective Survey and New Directions,0.04,1,0.0006153434012171589
Tool assisted identifier naming for improved software readability: an empirical study,0.04,1,0.0006153434012171589
Continuous SPA: Continuous Assessing and Monitoring Software Process,0.04,1,0.0006153434012171589
The development of a supply chain management process maturity model using the concepts of business process orientation.,0.04,1,0.0006153434012171589
Investigating pair-programming in a 2nd-year software development and design computer science course,0.04,1,0.0006153434012171589
The influence of information presentation formats on complex task decision-making performance,0.04,1,0.0006153434012171589
The evolution of goal-based information modelling: Literature review,0.04,1,0.0006153434012171589
Guest Editors' Introduction: Realizing Service-Centric Software Systems,0.04,1,0.0006153434012171589
A Bayesian Model for Predicting Reliability of Software Systems at the Architectural Level,0.04,1,0.0006153434012171589
A Reflective Practice of Automated and Manual Code Reviews for a Studio Project,0.04,1,0.0006153434012171589
